,Open,High,Low,Close,Adj Close,Volume,US covid deaths
2020-12-18,105.02999877929688,105.05999755859376,103.1999969482422,104.4499969482422,91.33415222167967,13906800,17714.0
2020-12-21,102.76000213623048,103.91999816894533,101.5500030517578,103.70999908447266,90.68708038330078,6664600,18866.0
2020-12-22,103.41000366210938,103.5,102.01000213623048,102.8000030517578,89.89134979248047,4002900,18866.0
2020-12-23,103.05999755859376,103.93000030517578,102.91000366210938,103.27999877929688,90.31108856201172,3659100,18866.0
2020-12-24,103.11000061035156,103.38999938964844,102.5999984741211,103.26000213623048,90.29358673095705,1378600,18866.0
2020-12-28,103.6500015258789,103.87999725341795,102.72000122070312,103.4499969482422,90.45973205566406,3948900,18333.0
2020-12-29,103.9499969482422,105.37000274658205,103.9499969482422,104.6999969482422,91.5527572631836,5096400,18333.0
2020-12-30,105.11000061035156,106.2300033569336,105.0999984741211,105.2699966430664,92.05117797851562,5328400,18333.0
2020-12-31,105.26000213623048,107.27999877929688,104.8499984741211,107.1500015258789,93.6951141357422,6148100,18333.0
2021-01-04,107.18000030517578,107.3499984741211,103.86000061035156,105.41000366210938,92.17362213134766,9523400,19650.0
